date,regime,total_params,train_params,non_train_params,test_loss,train_loss,valid_loss,train_time (s),epochs,input_size,batch_size,network_width,hidden_layers,activation_fn,train_proportion,test_proportion,valid_proportion,device,optimizer_name,optimizer_params,loss_fn,custom_arch,R2_test,R2_train,R2_valid,MSE_test,MSE_train,MSE_valid,MAE_test,MAE_train,MAE_valid,hellinger_dist_test,hellinger_dist_train,hellinger_dist_valid,infidelity,exponential_lr,width_sequence
20260622_173814,h=0.5,257.0,257.0,0.0,1.3621,0.5418,4.3161,3.35,20.0,"(32, 12)",40.0,16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.0001, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.301,0.7993,-0.6553,1.3233,0.5403,4.5135,0.7963,0.5343,1.583,0.0457,5.3686,0.0742,0.3359,False,
20260611_201905,h=2.0,151729.0,151729.0,0.0,0.2229,0.1811,0.3631,3.47,5.0,"(32, 12)",40.0,16_64_256_512,custom,tanh,0.7,0.2,0.1,cuda,AdamW,"{'lr': 3.5e-05, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.1, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': True}",MSELoss,True,-0.4027,0.0198,-1.1594,0.2241,0.1809,0.3721,0.3734,0.342,0.4902,0.0355,2.1667,0.0365,0.1676,False,"16,64,256,512"
20260611_201905,h=2.0,178321.0,178321.0,0.0,0.1645,0.1435,0.3791,4.05,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,tanh,0.7,0.2,0.1,cuda,AdamW,"{'lr': 3.5e-05, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.1, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': True}",MSELoss,True,-0.045,0.2222,-1.2109,0.1669,0.1435,0.381,0.325,0.3009,0.5034,0.0326,2.0574,0.0355,0.1422,False,"16,32,64,128,256,512"
20260611_201905,h=2.0,151729.0,151729.0,0.0,0.1945,0.1605,0.3248,3.43,5.0,"(32, 12)",40.0,16_64_256_512,custom,gelu,0.7,0.2,0.1,cuda,AdamW,"{'lr': 3.5e-05, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.1, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': True}",MSELoss,True,-0.2082,0.1297,-0.8784,0.193,0.1606,0.3237,0.3491,0.3203,0.453,0.0341,2.0016,0.0382,0.1509,False,"16,64,256,512"
20260611_201905,h=2.0,178321.0,178321.0,0.0,0.1613,0.1513,0.2959,3.59,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,gelu,0.7,0.2,0.1,cuda,AdamW,"{'lr': 3.5e-05, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.1, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': True}",MSELoss,True,-0.0204,0.18,-0.6024,0.163,0.1513,0.2761,0.3225,0.3085,0.4165,0.0329,2.0041,0.0367,0.1381,False,"16,32,64,128,256,512"
20260611_201905,h=2.0,178321.0,178321.0,0.0,0.1594,0.141,0.3042,4.16,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,relu,0.7,0.2,0.1,cuda,AdamW,"{'lr': 3.5e-05, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.1, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': True}",MSELoss,True,0.0112,0.2353,-0.767,0.158,0.1411,0.3045,0.3119,0.2993,0.4438,0.0318,1.9917,0.0341,0.133,False,"16,32,64,128,256,512"
20260611_201905,h=2.0,151729.0,151729.0,0.0,0.1629,0.165,0.245,3.35,5.0,"(32, 12)",40.0,16_64_256_512,custom,relu,0.7,0.2,0.1,cuda,AdamW,"{'lr': 3.5e-05, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.1, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': True}",MSELoss,True,-0.0213,0.1064,-0.4266,0.1632,0.1649,0.2458,0.3133,0.3188,0.3935,0.0328,1.9401,0.0348,0.1439,False,"16,64,256,512"
20260611_201905,h=1.0,151729.0,151729.0,0.0,0.4696,0.0718,1.1956,3.47,5.0,"(32, 12)",40.0,16_64_256_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.2494,0.9026,-0.5223,0.4671,0.0719,1.2085,0.5941,0.2109,1.018,0.0274,4.3646,0.0387,0.1296,False,"16,64,256,512"
20260611_201905,h=1.0,178321.0,178321.0,0.0,0.5069,0.066,1.598,4.05,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.1883,0.9104,-1.03,0.5052,0.0661,1.6115,0.5877,0.2015,1.1873,0.0326,4.3769,0.0402,0.1542,False,"16,32,64,128,256,512"
20260611_201905,h=1.0,151729.0,151729.0,0.0,0.6034,0.0724,1.2945,3.35,5.0,"(32, 12)",40.0,16_64_256_512,custom,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.031,0.9017,-0.5925,0.6031,0.0725,1.2642,0.6442,0.211,1.0444,0.0351,4.3634,0.0379,0.1708,False,"16,64,256,512"
20260611_201905,h=1.0,178321.0,178321.0,0.0,0.9614,0.1863,2.0124,4.16,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,-0.5485,0.7483,-1.4955,0.9637,0.1857,1.981,0.8218,0.3375,1.2564,0.0412,4.2109,0.0543,0.2731,False,"16,32,64,128,256,512"
20260611_201905,h=1.0,178321.0,178321.0,0.0,0.6842,0.1113,1.0976,3.59,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,-0.1039,0.849,-0.3923,0.687,0.1114,1.1052,0.6716,0.2615,0.9522,0.0396,4.3177,0.0402,0.1864,False,"16,32,64,128,256,512"
20260611_201905,h=1.0,151729.0,151729.0,0.0,0.731,0.0749,0.874,3.43,5.0,"(32, 12)",40.0,16_64_256_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,-0.1718,0.8984,-0.0989,0.7293,0.075,0.8724,0.7025,0.2191,0.8269,0.0373,4.3598,0.0392,0.1622,False,"16,64,256,512"
20260611_201905,h=0.5,151729.0,151729.0,0.0,0.511,0.1571,1.9587,3.43,5.0,"(32, 12)",40.0,16_64_256_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.0001, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.7285,0.9417,0.297,0.514,0.1571,1.917,0.5684,0.3124,1.2472,0.0248,5.3641,0.0327,0.2226,False,"16,64,256,512"
20260611_201905,h=0.5,178321.0,178321.0,0.0,1.0285,0.4156,2.5832,3.59,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.0001, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.4571,0.8453,0.0816,1.0277,0.4164,2.5042,0.7756,0.4888,1.3615,0.0346,5.2704,0.0433,0.3755,False,"16,32,64,128,256,512"
20260611_201905,h=0.5,151729.0,151729.0,0.0,2.2265,0.2863,4.7102,3.35,5.0,"(32, 12)",40.0,16_64_256_512,custom,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.0001, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,-0.1761,0.8936,-0.7667,2.2265,0.2864,4.8173,1.2312,0.406,1.7714,0.0611,5.29,0.0808,0.3496,False,"16,64,256,512"
20260611_201905,h=0.5,178321.0,178321.0,0.0,0.9545,0.3037,2.0188,4.16,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.0001, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.4917,0.887,0.2502,0.9622,0.3042,2.0446,0.7707,0.4275,1.1986,0.0328,5.2844,0.0428,0.3087,False,"16,32,64,128,256,512"
20260611_201905,h=0.5,178321.0,178321.0,0.0,0.5702,0.2782,1.778,4.05,5.0,"(32, 12)",40.0,16_32_64_128_256_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.0001, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.695,0.8966,0.3766,0.5775,0.2785,1.7,0.6053,0.4153,1.151,0.0271,5.294,0.0343,0.2815,False,"16,32,64,128,256,512"
20260611_201905,h=0.5,151729.0,151729.0,0.0,0.8898,0.2128,2.185,3.47,5.0,"(32, 12)",40.0,16_64_256_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.0001, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False}",MSELoss,True,0.5346,0.9209,0.2052,0.8811,0.2131,2.1672,0.7565,0.3624,1.3082,0.0327,5.3281,0.0381,0.2762,False,"16,64,256,512"
20260603_225429,h=1.0⁻⁶,865.0,865.0,0.0,3.3611,39.4483,3.9234,10.31,50.0,"(32, 12)",40.0,16,3,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,,0.9939,0.9339,0.9918,3.3325,39.4969,3.6033,0.7555,2.1411,1.0697,0.0129,6.5872,0.0226,,,
20260604_222438,h=1.0⁻⁶,257.0,257.0,0.0,2758.846,5240.7839,1460.4165,1.69,10.0,"(32, 12)",40.0,16,0,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,,-4.0276,-7.7764,-2.2647,2758.8225,5245.0005,1437.845,47.2892,68.1816,32.7072,0.1167,4.9087,0.127,,,
20260609_185159,h=1.0⁻⁶,561.0,561.0,0.0,4901.5118,8385.8417,3254.104,1.2,5.0,"(32, 12)",40.0,16,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-7.9408,-13.0378,-6.3456,4906.1069,8389.3896,3235.2026,66.025,88.2699,52.9167,0.1168,4.9202,0.127,,,
20260609_185159,h=1.0⁻⁶,16855041.0,16855041.0,0.0,3373.5227,6332.6706,1966.7554,3.25,5.0,"(32, 12)",40.0,4096,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-5.1483,-9.5961,-3.5946,3373.7656,6332.4839,2023.5804,52.8968,75.3981,39.9573,0.1325,4.9531,0.1377,,,
20260609_185159,h=1.0⁻⁶,67264513.0,67264513.0,0.0,2124.5452,4429.5603,1149.2972,9.58,5.0,"(32, 12)",40.0,8192,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-2.8596,-6.4101,-1.5958,2117.8774,4428.4546,1143.2792,40.1765,61.697,28.6327,0.1242,4.8813,0.1311,,,
20260609_185159,h=1.0⁻⁶,4233217.0,4233217.0,0.0,4643.6619,8119.2883,3095.4931,1.4,5.0,"(32, 12)",40.0,2048,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-7.4644,-12.5918,-5.816,4644.6973,8122.8394,3001.9285,63.7074,86.4838,50.3675,0.1424,5.1391,0.1468,,,
20260609_185159,h=1.0⁻⁶,70401.0,70401.0,0.0,613.421,743.4053,1069.0585,1.24,5.0,"(32, 12)",40.0,256,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-0.1198,-0.2433,-1.4505,614.4916,743.0012,1079.272,20.2339,22.0372,27.5393,0.1167,4.877,0.1268,,,
20260609_185159,h=1.0⁻⁶,271873.0,271873.0,0.0,5965.3167,9878.2902,4251.6477,1.3,5.0,"(32, 12)",40.0,512,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-9.8433,-15.5304,-8.5624,5950.0391,9878.9883,4211.5176,73.4601,96.3038,61.3711,0.1441,5.4304,0.1534,,,
20260609_185159,h=1.0⁻⁶,18817.0,18817.0,0.0,1016.7323,2299.4616,457.6254,1.13,5.0,"(32, 12)",40.0,128,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-0.8522,-2.8482,-0.0229,1016.3326,2299.8132,450.4959,26.3045,42.0273,16.5061,0.1167,4.9056,0.127,,,
20260609_185159,h=1.0⁻⁶,5313.0,5313.0,0.0,2551.3279,4886.0253,1226.7583,1.19,5.0,"(32, 12)",40.0,64,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-3.6436,-7.1755,-1.8495,2548.1018,4885.9219,1255.0087,45.0405,65.4871,30.3483,0.1167,4.9182,0.127,,,
20260609_185159,h=1.0⁻⁶,1633.0,1633.0,0.0,3891.0806,6924.1497,2335.6691,1.18,5.0,"(32, 12)",40.0,32,1,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-6.1012,-10.5957,-4.3162,3896.6313,6929.8809,2341.3904,57.9261,79.574,43.8963,0.1168,4.9174,0.127,,,
20260609_185159,h=1.0⁻⁶,16855041.0,16855041.0,0.0,3828.4018,6952.6923,2417.6841,3.07,5.0,"(32, 12)",40.0,4096,1,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-5.982,-10.6342,-4.4671,3831.2505,6952.9321,2407.8604,57.2874,79.6584,44.5531,0.1211,4.8808,0.1302,,,
20260609_185159,h=1.0⁻⁶,561.0,561.0,0.0,4458.4695,7673.362,2656.8109,1.08,5.0,"(32, 12)",40.0,16,1,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-7.1198,-11.8422,-5.2299,4455.5645,7674.835,2743.8235,62.5243,84.1184,48.0759,0.1168,4.9765,0.127,,,
20260609_185159,h=1.0⁻⁶,70401.0,70401.0,0.0,682.0508,661.0082,1181.053,1.13,5.0,"(32, 12)",40.0,256,1,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-0.2419,-0.1085,-1.5834,681.4845,662.4935,1137.7882,21.2086,20.3218,28.4439,0.1167,4.8751,0.1233,,,
20260609_185159,h=1.0⁻⁶,271873.0,271873.0,0.0,6046.1837,9983.3983,4334.1573,1.09,5.0,"(32, 12)",40.0,512,1,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-10.0283,-15.6902,-8.7683,6051.5518,9974.5215,4302.1968,74.1809,96.8459,62.1568,0.1372,6.0806,0.1288,,,
20260609_185159,h=1.0⁻⁶,18817.0,18817.0,0.0,834.4277,1810.4511,477.164,1.13,5.0,"(32, 12)",40.0,128,1,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-0.5211,-2.0327,-0.0607,834.701,1812.4182,467.1526,23.2245,36.3916,17.7097,0.1167,4.9434,0.127,,,
