date,regime,total_params,train_params,non_train_params,test_loss,train_loss,valid_loss,train_time (s),epochs,input_size,batch_size,network_width,hidden_layers,activation_fn,train_proportion,test_proportion,valid_proportion,device,optimizer_name,optimizer_params,loss_fn,custom_arch,R2_test,R2_train,R2_valid,MSE_test,MSE_train,MSE_valid,MAE_test,MAE_train,MAE_valid,hellinger_dist_test,hellinger_dist_train,hellinger_dist_valid,infidelity,exponential_lr,width_sequence
20260609_185159,h=1.0⁻⁶,201531393.0,201531393.0,0.0,1911.1056,4151.9689,1051.1447,27.0,5.0,"(32, 12)",40.0,8192,3,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-2.4893,-5.9508,-1.3821,1914.6981,4153.9653,1049.1332,38.0807,59.703,27.3353,0.1173,4.8648,0.1273,,,
20260609_185159,h=1.0⁻⁶,12634113.0,12634113.0,0.0,3900.0201,7082.6267,2612.9354,2.7,5.0,"(32, 12)",40.0,2048,3,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-6.1077,-10.8554,-4.7058,3900.2119,7085.1016,2512.9883,57.8603,80.4821,45.6764,0.1219,4.8726,0.1297,,,
20260609_185159,h=1.0⁻⁶,50434049.0,50434049.0,0.0,2940.4593,5730.7938,1777.4676,7.45,5.0,"(32, 12)",40.0,4096,3,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-4.3552,-8.5876,-3.0618,2938.5354,5729.8232,1788.9171,49.0715,71.6113,37.324,0.1183,4.8654,0.1278,,,
20260609_185159,h=1.0⁻⁶,33644545.0,33644545.0,0.0,2982.4287,5787.7335,1792.91,5.25,5.0,"(32, 12)",40.0,4096,2,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-4.4377,-8.6811,-3.103,2983.8257,5785.6895,1807.082,49.4408,71.9427,37.5041,0.1208,4.8697,0.1293,,,
20260609_185159,h=1.0⁻⁶,8433665.0,8433665.0,0.0,4097.349,7318.7858,2628.9632,1.89,5.0,"(32, 12)",40.0,2048,2,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-6.4675,-11.2605,-4.9391,4097.645,7327.1948,2615.7451,59.3897,81.8735,46.6673,0.1299,4.9203,0.1341,,,
20260609_185159,h=1.0⁻⁶,134397953.0,134397953.0,0.0,1930.573,4170.4776,1023.1434,18.28,5.0,"(32, 12)",40.0,8192,2,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-2.5204,-5.9839,-1.3954,1931.7686,4173.7544,1054.9797,38.2394,59.8312,27.4059,0.1182,4.8655,0.1278,,,
20260609_185159,h=1.0⁻⁶,134397953.0,134397953.0,0.0,2468.613,5018.6115,1495.4393,18.31,5.0,"(32, 12)",40.0,8192,2,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-3.4961,-7.3958,-2.2634,2467.1677,5017.5254,1437.2838,44.1951,66.4798,32.6895,0.1177,4.865,0.1276,,,
20260609_185159,h=1.0⁻⁶,8433665.0,8433665.0,0.0,4527.8135,7916.9753,3018.1469,2.02,5.0,"(32, 12)",40.0,2048,2,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-7.2395,-12.2501,-5.7685,4521.2383,7918.5923,2981.0261,62.9891,85.5153,50.4103,0.1213,4.8838,0.1307,,,
20260609_185159,h=1.0⁻⁶,33644545.0,33644545.0,0.0,3466.1427,6476.9558,2192.6604,5.24,5.0,"(32, 12)",40.0,4096,2,relu,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-5.3174,-9.8392,-3.9543,3466.5232,6477.7676,2182.0112,54.1025,76.6468,42.082,0.1191,4.8669,0.1286,,,
20260609_185159,h=1.0⁻⁶,8433665.0,8433665.0,0.0,4501.3344,7880.6505,2875.1277,1.82,5.0,"(32, 12)",40.0,2048,2,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-7.2107,-12.1887,-5.6751,4505.4443,7881.9116,2939.906,62.7941,85.2515,49.9512,0.1264,4.9099,0.1338,,,
20260609_185159,h=1.0⁻⁶,134397953.0,134397953.0,0.0,2348.5866,4828.4647,1343.2267,18.29,5.0,"(32, 12)",40.0,8192,2,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-3.2797,-7.0756,-2.0537,2348.4214,4826.2002,1344.9384,42.9352,65.0149,31.5155,0.1185,4.8656,0.128,,,
20260609_185159,h=1.0⁻⁶,33644545.0,33644545.0,0.0,3394.62,6362.0627,2148.3389,5.22,5.0,"(32, 12)",40.0,4096,2,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 1e-06, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,False,-5.1876,-9.6499,-3.7899,3395.3333,6364.6797,2109.5881,53.4044,75.8672,41.2138,0.1208,4.8715,0.1297,,,
20260623_160538,h=0.5,16908289.0,16908289.0,0.0,0.723,0.0003,2.2006,334.48,500.0,"(32, 12)",40.0,8192_2048,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6145,0.9999,0.2074,0.7298,0.0003,2.1613,0.6139,0.0138,1.3841,0.0245,5.4561,0.0306,0.1166,True,
20260623_160538,h=0.5,1083265.0,1083265.0,0.0,0.4754,0.0019,1.2442,253.06,500.0,"(32, 12)",40.0,128_8192,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.749,0.9993,0.5413,0.4751,0.0019,1.2507,0.5059,0.0349,1.0669,0.0196,5.4571,0.0226,0.0794,True,
20260623_160538,h=0.5,2121217.0,2121217.0,0.0,0.5376,0.0018,1.7746,264.4,500.0,"(32, 12)",40.0,512_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7165,0.9993,0.3523,0.5366,0.0018,1.7662,0.5322,0.033,1.2632,0.0217,5.456,0.0272,0.0943,True,
20260623_160538,h=0.5,1068801.0,1068801.0,0.0,0.5812,0.0041,1.5484,260.28,500.0,"(32, 12)",40.0,256_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6918,0.9985,0.4263,0.5835,0.0041,1.5644,0.5843,0.0502,1.1953,0.0218,5.4545,0.025,0.0995,True,
20260623_160538,h=0.5,67264513.0,67264513.0,0.0,0.6718,0.0004,2.097,644.2,500.0,"(32, 12)",40.0,8192_8192,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6459,0.9999,0.2404,0.6703,0.0004,2.0713,0.5773,0.0155,1.3528,0.0245,5.457,0.0304,0.1168,True,
20260623_160538,h=0.5,8435713.0,8435713.0,0.0,0.598,0.0005,1.8191,296.35,500.0,"(32, 12)",40.0,2048_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6787,0.9998,0.3264,0.6082,0.0005,1.8367,0.5508,0.0186,1.2807,0.0233,5.4568,0.0281,0.1043,True,
20260623_160538,h=0.5,16855041.0,16855041.0,0.0,0.6818,0.0002,2.074,335.33,500.0,"(32, 12)",40.0,4096_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.646,0.9999,0.2336,0.6702,0.0002,2.0897,0.5722,0.0109,1.3462,0.025,5.4568,0.0318,0.1098,True,
20260623_160538,h=0.5,1064449.0,1064449.0,0.0,0.6258,0.0012,1.7895,265.7,500.0,"(32, 12)",40.0,512_2048,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6684,0.9996,0.3386,0.6277,0.0012,1.8034,0.5597,0.0275,1.2672,0.0241,5.4582,0.0284,0.1011,True,
20260623_160538,h=0.5,33648641.0,33648641.0,0.0,0.6374,0.0003,1.9969,420.45,500.0,"(32, 12)",40.0,4096_8192,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6678,0.9999,0.2698,0.6289,0.0003,1.9909,0.5594,0.0149,1.3278,0.0236,5.4568,0.0297,0.1161,True,
20260623_160538,h=0.5,16840705.0,16840705.0,0.0,0.6191,0.001,1.7793,330.69,500.0,"(32, 12)",40.0,2048_8192,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6722,0.9996,0.3436,0.6205,0.001,1.7898,0.5719,0.0255,1.2773,0.0224,5.4569,0.0261,0.1161,True,
20260623_160538,h=0.5,33693697.0,33693697.0,0.0,0.7479,0.0017,2.0185,425.12,500.0,"(32, 12)",40.0,8192_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6078,0.9994,0.2683,0.7424,0.0017,1.9951,0.6283,0.0329,1.3374,0.0242,5.4542,0.0286,0.1284,True,
20260623_160538,h=0.5,8458241.0,8458241.0,0.0,0.6386,0.0011,1.8967,291.96,500.0,"(32, 12)",40.0,4096_2048,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6632,0.9996,0.3173,0.6377,0.0011,1.8615,0.5784,0.0259,1.2816,0.023,5.4557,0.0294,0.1051,True,
20260623_160538,h=0.5,1081345.0,1081345.0,0.0,0.6653,0.0007,2.0787,267.68,500.0,"(32, 12)",40.0,2048_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6479,0.9997,0.2479,0.6665,0.0007,2.0509,0.5776,0.0203,1.3442,0.0245,5.456,0.0307,0.1081,True,
20260623_160538,h=0.5,4234753.0,4234753.0,0.0,0.5615,0.0002,1.5791,268.3,500.0,"(32, 12)",40.0,512_8192,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7066,0.9999,0.4257,0.5554,0.0002,1.566,0.54,0.0122,1.1852,0.0217,5.4567,0.0259,0.0965,True,
20260623_160538,h=0.5,4233217.0,4233217.0,0.0,0.6343,0.0007,1.93,273.41,500.0,"(32, 12)",40.0,2048_2048,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6666,0.9997,0.304,0.6312,0.0007,1.8979,0.5537,0.0212,1.2957,0.0244,5.4562,0.0291,0.1046,True,
20260623_160538,h=0.5,2133761.0,2133761.0,0.0,0.4429,0.0004,1.2039,257.97,500.0,"(32, 12)",40.0,256_8192,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7655,0.9998,0.5591,0.444,0.0004,1.2022,0.5146,0.016,1.0614,0.0178,5.4565,0.0203,0.0811,True,
20260623_160538,h=0.5,2221057.0,2221057.0,0.0,0.6728,0.0008,2.006,263.08,500.0,"(32, 12)",40.0,8192_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6427,0.9997,0.2652,0.6763,0.0008,2.0036,0.5843,0.0221,1.3274,0.0249,5.4544,0.0303,0.1074,True,
