date,regime,total_params,train_params,non_train_params,test_loss,train_loss,valid_loss,train_time (s),epochs,input_size,batch_size,network_width,hidden_layers,activation_fn,train_proportion,test_proportion,valid_proportion,device,optimizer_name,optimizer_params,loss_fn,custom_arch,R2_test,R2_train,R2_valid,MSE_test,MSE_train,MSE_valid,MAE_test,MAE_train,MAE_valid,hellinger_dist_test,hellinger_dist_train,hellinger_dist_valid,infidelity,exponential_lr,width_sequence,n_hidden_layers
20260627_024254,h=0.5,153569.0,153569.0,0.0,0.5011,0.0468,1.2332,10.15,60.0,"(32, 12)",40.0,128_32_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7349,0.9826,0.5487,0.5019,0.0468,1.2306,0.5951,0.1682,0.9942,0.0192,5.3989,0.0267,0.1103,True,,3
20260627_024254,h=0.5,12321.0,12321.0,0.0,0.5092,0.0139,0.5779,10.14,60.0,"(32, 12)",40.0,64_32_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7311,0.9948,0.7851,0.5091,0.0139,0.5861,0.6147,0.089,0.7191,0.0158,5.4454,0.0139,0.1172,True,,3
20260627_024254,h=0.5,4785.0,4785.0,0.0,0.5677,0.0128,0.5921,10.36,60.0,"(32, 12)",40.0,16_128_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7021,0.9952,0.7764,0.564,0.0128,0.6097,0.6495,0.0871,0.7193,0.0186,5.436,0.0176,0.1118,True,,3
20260627_024254,h=0.5,243809.0,243809.0,0.0,0.5897,0.007,1.4747,10.18,60.0,"(32, 12)",40.0,2048_32_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6887,0.9974,0.456,0.5893,0.007,1.4834,0.6309,0.0644,1.1865,0.0182,5.4428,0.0217,0.1352,True,,3
20260627_024254,h=0.5,1068801.0,1068801.0,0.0,0.295,0.0092,1.1804,9.53,60.0,"(32, 12)",40.0,256_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8452,0.9966,0.5815,0.2931,0.0092,1.1412,0.4339,0.0753,0.9937,0.0152,5.4578,0.0244,0.0636,True,,2
20260627_024254,h=0.5,140721.0,140721.0,0.0,1.6274,0.8253,4.4032,10.46,60.0,"(32, 12)",40.0,16_64_2048,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.1385,0.6928,-0.6459,1.6308,0.8269,4.488,0.993,0.6992,1.6705,0.0509,5.1287,0.0707,0.4946,True,,3
20260627_024254,h=0.5,16871665.0,16871665.0,0.0,0.9196,0.2755,3.1248,33.59,60.0,"(32, 12)",40.0,16_4096_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.5085,0.8975,-0.1657,0.9304,0.276,3.1784,0.7717,0.4066,1.605,0.0329,5.3385,0.0412,0.3426,True,,3
20260627_024254,h=0.5,1089089.0,1089089.0,0.0,11.8686,10.0759,6.1367,10.1,60.0,"(32, 12)",40.0,2048_512_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,-5.2868,-2.7428,-1.2578,11.9015,10.0764,6.1563,3.2116,2.8517,2.1954,0.0566,4.1303,0.079,0.6054,True,,3
20260627_024254,h=0.5,7713.0,7713.0,0.0,0.6911,0.0064,2.257,10.06,60.0,"(32, 12)",40.0,64_32_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.635,0.9976,0.1786,0.691,0.0064,2.2397,0.65,0.0611,1.4542,0.0219,5.4521,0.0251,0.1602,True,,3
20260627_024254,h=0.5,162049.0,162049.0,0.0,0.7254,0.4018,1.6993,9.45,60.0,"(32, 12)",40.0,2048_64,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.613,0.8504,0.3648,0.7326,0.4028,1.7321,0.6762,0.4633,1.0387,0.0351,5.0483,0.0502,0.3555,True,,2
20260627_024254,h=0.5,9265.0,9265.0,0.0,0.095,0.0126,0.1416,10.13,60.0,"(32, 12)",40.0,16_256_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.9493,0.9953,0.9473,0.0959,0.0125,0.1438,0.2465,0.0853,0.2703,0.0099,5.4448,0.0206,0.0352,True,,3
20260627_024254,h=0.5,266337.0,266337.0,0.0,0.3621,0.0115,0.6278,10.36,60.0,"(32, 12)",40.0,4096_32_2048,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8086,0.9957,0.7863,0.3624,0.0115,0.5826,0.5066,0.0737,0.7215,0.0141,5.4326,0.0187,0.0799,True,,3
20260627_024254,h=0.5,21537.0,21537.0,0.0,1.183,0.393,4.1573,10.15,60.0,"(32, 12)",40.0,64_32_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.3684,0.8543,-0.4705,1.1957,0.3922,4.0095,0.7835,0.4577,1.638,0.0399,5.2212,0.0618,0.3204,True,,3
20260627_024254,h=0.5,70257.0,70257.0,0.0,1.4842,0.8832,4.6119,10.35,60.0,"(32, 12)",40.0,16_128_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.2327,0.6717,-0.6979,1.4525,0.884,4.6297,0.8863,0.7108,1.6233,0.0494,5.0738,0.0756,0.4352,True,,3
20260627_024254,h=0.5,1075169.0,1075169.0,0.0,0.2619,0.0377,0.6555,10.19,60.0,"(32, 12)",40.0,32_512_2048,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8612,0.986,0.7583,0.2627,0.0377,0.6591,0.4086,0.1505,0.654,0.0195,5.4322,0.029,0.0707,True,,3
20260627_024254,h=0.5,19569.0,19569.0,0.0,0.1713,0.0094,0.1883,10.29,60.0,"(32, 12)",40.0,16_128_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.9096,0.9965,0.9287,0.1712,0.0094,0.1945,0.3503,0.0759,0.3757,0.0091,5.4463,0.0128,0.044,True,,3
20260627_024254,h=0.5,2175745.0,2175745.0,0.0,0.4186,0.0042,0.9692,10.33,60.0,"(32, 12)",40.0,4096_256_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7786,0.9984,0.6471,0.4191,0.0042,0.9622,0.5436,0.0502,0.9597,0.015,5.4548,0.0169,0.0921,True,,3
20260627_024254,h=0.5,171617.0,171617.0,0.0,0.5259,0.0184,1.6143,10.23,60.0,"(32, 12)",40.0,512_32_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7206,0.9932,0.4108,0.529,0.0184,1.6066,0.5851,0.1062,1.1934,0.0194,5.4301,0.0267,0.1228,True,,3
20260627_024254,h=0.5,1135105.0,1135105.0,0.0,0.3362,0.0073,1.2835,10.2,60.0,"(32, 12)",40.0,256_256_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8227,0.9973,0.5372,0.3357,0.0073,1.2619,0.4941,0.0671,1.083,0.0141,5.4493,0.0222,0.0696,True,,3
