config,amplitude,probability
000100100000,9.536743164070857e-67,9.094947017745222e-133
100100100000,3.814697265627867e-60,1.4551915228388725e-119
010100100000,3.814697265627863e-60,1.4551915228388695e-119
110100100000,1.525878906250955e-53,2.328306436541611e-106
001100100000,3.814697265627866e-60,1.4551915228388714e-119
101100100000,1.5258789062509562e-53,2.3283064365416146e-106
011100100000,1.5258789062509544e-53,2.328306436541609e-106
111100100000,6.103515625003057e-47,3.725290298465646e-93
000010100000,9.536743164070856e-67,9.094947017745219e-133
100010100000,3.814697265627867e-60,1.4551915228388725e-119
010010100000,3.814697265627864e-60,1.4551915228388698e-119
110010100000,1.525878906250955e-53,2.328306436541611e-106
001010100000,3.814697265627866e-60,1.4551915228388714e-119
101010100000,1.5258789062509565e-53,2.3283064365416155e-106
011010100000,1.5258789062509544e-53,2.328306436541609e-106
111010100000,6.103515625003057e-47,3.725290298465646e-93
000110100000,3.8146972656278665e-60,1.455191522838872e-119
100110100000,1.5258789062509565e-53,2.3283064365416155e-106
010110100000,1.5258789062509544e-53,2.328306436541609e-106
110110100000,6.103515625003057e-47,3.725290298465646e-93
001110100000,1.5258789062509558e-53,2.3283064365416136e-106
101110100000,6.103515625003061e-47,3.7252902984656506e-93
011110100000,6.103515625003055e-47,3.7252902984656437e-93
111110100000,2.4414062500009183e-40,5.960464477543547e-80
000001100000,9.536743164070852e-67,9.094947017745211e-133
100001100000,3.814697265627866e-60,1.4551915228388714e-119
010001100000,3.814697265627862e-60,1.4551915228388687e-119
110001100000,1.5258789062509544e-53,2.328306436541609e-106
001001100000,3.8146972656278643e-60,1.4551915228388703e-119
101001100000,1.5258789062509562e-53,2.3283064365416146e-106
011001100000,1.5258789062509537e-53,2.328306436541607e-106
111001100000,6.103515625003055e-47,3.7252902984656437e-93
000101100000,3.8146972656278654e-60,1.4551915228388711e-119
100101100000,1.5258789062509562e-53,2.3283064365416146e-106
010101100000,1.5258789062509537e-53,2.328306436541607e-106
110101100000,6.103515625003055e-47,3.7252902984656437e-93
001101100000,1.5258789062509553e-53,2.328306436541612e-106
101101100000,6.103515625003058e-47,3.725290298465647e-93
011101100000,6.103515625003053e-47,3.725290298465641e-93
111101100000,2.441406250000917e-40,5.960464477543541e-80
000011100000,3.814697265627865e-60,1.4551915228388706e-119
100011100000,1.5258789062509562e-53,2.3283064365416146e-106
010011100000,1.525878906250954e-53,2.328306436541608e-106
110011100000,6.103515625003055e-47,3.7252902984656437e-93
001011100000,1.5258789062509553e-53,2.328306436541612e-106
101011100000,6.103515625003059e-47,3.7252902984656484e-93
011011100000,6.103515625003053e-47,3.725290298465641e-93
111011100000,2.441406250000917e-40,5.960464477543541e-80
000111100000,1.5258789062509558e-53,2.3283064365416136e-106
100111100000,6.103515625003059e-47,3.7252902984656484e-93
010111100000,6.103515625003053e-47,3.725290298465641e-93
110111100000,2.441406250000917e-40,5.960464477543541e-80
001111100000,6.103515625003057e-47,3.725290298465646e-93
101111100000,2.4414062500009187e-40,5.960464477543549e-80
011111100000,2.4414062500009163e-40,5.960464477543537e-80
111111100000,9.765625000002454e-34,9.536743164067291e-67
000000010000,2.3841857910180137e-73,5.684341886092191e-146
100000010000,9.536743164070866e-67,9.09494701774524e-133
010000010000,9.536743164070852e-67,9.094947017745211e-133
110000010000,3.8146972656278665e-60,1.455191522838872e-119
001000010000,9.536743164070861e-67,9.09494701774523e-133
101000010000,3.8146972656278704e-60,1.455191522838875e-119
011000010000,3.8146972656278654e-60,1.4551915228388711e-119
111000010000,1.5258789062509562e-53,2.3283064365416146e-106
000100010000,9.536743164070865e-67,9.094947017745238e-133
100100010000,3.8146972656278704e-60,1.455191522838875e-119
010100010000,3.8146972656278654e-60,1.4551915228388711e-119
110100010000,1.5258789062509562e-53,2.3283064365416146e-106
001100010000,3.814697265627868e-60,1.4551915228388733e-119
101100010000,1.525878906250957e-53,2.328306436541617e-106
011100010000,1.5258789062509553e-53,2.328306436541612e-106
111100010000,6.103515625003062e-47,3.725290298465652e-93
000010010000,9.536743164070864e-67,9.094947017745235e-133
100010010000,3.8146972656278704e-60,1.455191522838875e-119
010010010000,3.814697265627866e-60,1.4551915228388714e-119
110010010000,1.5258789062509562e-53,2.3283064365416146e-106
001010010000,3.814697265627868e-60,1.4551915228388733e-119
101010010000,1.5258789062509572e-53,2.3283064365416175e-106
011010010000,1.5258789062509553e-53,2.328306436541612e-106
111010010000,6.103515625003062e-47,3.725290298465652e-93
000110010000,3.814697265627869e-60,1.4551915228388742e-119
100110010000,1.5258789062509572e-53,2.3283064365416175e-106
010110010000,1.5258789062509553e-53,2.328306436541612e-106
110110010000,6.103515625003062e-47,3.725290298465652e-93
001110010000,1.5258789062509567e-53,2.328306436541616e-106
101110010000,6.103515625003067e-47,3.725290298465658e-93
011110010000,6.103515625003059e-47,3.7252902984656484e-93
111110010000,2.4414062500009195e-40,5.960464477543553e-80
000001010000,9.536743164070857e-67,9.094947017745222e-133
100001010000,3.814697265627868e-60,1.4551915228388733e-119
010001010000,3.8146972656278643e-60,1.4551915228388703e-119
110001010000,1.5258789062509553e-53,2.328306436541612e-106
001001010000,3.8146972656278665e-60,1.455191522838872e-119
101001010000,1.525878906250957e-53,2.328306436541617e-106
011001010000,1.5258789062509548e-53,2.3283064365416107e-106
111001010000,6.103515625003059e-47,3.7252902984656484e-93
000101010000,3.8146972656278676e-60,1.4551915228388728e-119
100101010000,1.525878906250957e-53,2.328306436541617e-106
010101010000,1.5258789062509548e-53,2.3283064365416107e-106
110101010000,6.103515625003059e-47,3.7252902984656484e-93
001101010000,1.5258789062509565e-53,2.3283064365416155e-106
101101010000,6.103515625003064e-47,3.7252902984656544e-93
011101010000,6.103515625003057e-47,3.725290298465646e-93
111101010000,2.4414062500009187e-40,5.960464477543549e-80
000011010000,3.814697265627867e-60,1.4551915228388725e-119
100011010000,1.525878906250957e-53,2.328306436541617e-106
010011010000,1.525878906250955e-53,2.328306436541611e-106
110011010000,6.103515625003059e-47,3.7252902984656484e-93
001011010000,1.5258789062509565e-53,2.3283064365416155e-106
101011010000,6.103515625003066e-47,3.7252902984656565e-93
011011010000,6.103515625003057e-47,3.725290298465646e-93
111011010000,2.4414062500009187e-40,5.960464477543549e-80
000111010000,1.5258789062509567e-53,2.328306436541616e-106
100111010000,6.103515625003066e-47,3.7252902984656565e-93
010111010000,6.103515625003057e-47,3.725290298465646e-93
110111010000,2.4414062500009187e-40,5.960464477543549e-80
001111010000,6.103515625003062e-47,3.725290298465652e-93
101111010000,2.44140625000092e-40,5.960464477543555e-80
011111010000,2.441406250000918e-40,5.9604644775435455e-80
111111010000,9.765625000002459e-34,9.536743164067302e-67
000000110000,9.536743164070856e-67,9.094947017745219e-133
100000110000,3.8146972656278676e-60,1.4551915228388728e-119
010000110000,3.814697265627864e-60,1.4551915228388698e-119
110000110000,1.525878906250955e-53,2.328306436541611e-106
001000110000,3.814697265627866e-60,1.4551915228388714e-119
101000110000,1.5258789062509567e-53,2.328306436541616e-106
011000110000,1.5258789062509544e-53,2.328306436541609e-106
111000110000,6.103515625003058e-47,3.725290298465647e-93
000100110000,3.814697265627867e-60,1.4551915228388725e-119
100100110000,1.5258789062509567e-53,2.328306436541616e-106
010100110000,1.5258789062509544e-53,2.328306436541609e-106
110100110000,6.103515625003058e-47,3.725290298465647e-93
001100110000,1.5258789062509562e-53,2.3283064365416146e-106
101100110000,6.103515625003062e-47,3.725290298465652e-93
011100110000,6.103515625003056e-47,3.7252902984656446e-93
111100110000,2.4414062500009183e-40,5.960464477543547e-80
000010110000,3.8146972656278665e-60,1.455191522838872e-119
100010110000,1.5258789062509567e-53,2.328306436541616e-106
010010110000,1.5258789062509548e-53,2.3283064365416107e-106
110010110000,6.103515625003058e-47,3.725290298465647e-93
001010110000,1.5258789062509562e-53,2.3283064365416146e-106
101010110000,6.103515625003064e-47,3.7252902984656544e-93
011010110000,6.103515625003056e-47,3.7252902984656446e-93
111010110000,2.4414062500009183e-40,5.960464477543547e-80
000110110000,1.5258789062509565e-53,2.3283064365416155e-106
100110110000,6.103515625003064e-47,3.7252902984656544e-93
010110110000,6.103515625003056e-47,3.7252902984656446e-93
110110110000,2.4414062500009183e-40,5.960464477543547e-80
001110110000,6.103515625003061e-47,3.7252902984656506e-93
101110110000,2.4414062500009195e-40,5.960464477543553e-80
011110110000,2.441406250000917e-40,5.960464477543541e-80
111110110000,9.765625000002455e-34,9.536743164067295e-67
000001110000,3.8146972656278654e-60,1.4551915228388711e-119
100001110000,1.5258789062509562e-53,2.3283064365416146e-106
010001110000,1.5258789062509537e-53,2.328306436541607e-106
110001110000,6.103515625003056e-47,3.7252902984656446e-93
001001110000,1.525878906250955e-53,2.328306436541611e-106
101001110000,6.103515625003062e-47,3.725290298465652e-93
011001110000,6.103515625003054e-47,3.7252902984656425e-93
111001110000,2.441406250000917e-40,5.960464477543541e-80
000101110000,1.5258789062509558e-53,2.3283064365416136e-106
100101110000,6.103515625003062e-47,3.725290298465652e-93
010101110000,6.103515625003054e-47,3.7252902984656425e-93
110101110000,2.441406250000917e-40,5.960464477543541e-80
001101110000,6.103515625003059e-47,3.7252902984656484e-93
101101110000,2.4414062500009187e-40,5.960464477543549e-80
011101110000,2.4414062500009163e-40,5.960464477543537e-80
111101110000,9.765625000002452e-34,9.536743164067289e-67
000011110000,1.5258789062509553e-53,2.328306436541612e-106
100011110000,6.103515625003062e-47,3.725290298465652e-93
010011110000,6.103515625003055e-47,3.7252902984656437e-93
110011110000,2.441406250000917e-40,5.960464477543541e-80
001011110000,6.103515625003059e-47,3.7252902984656484e-93
101011110000,2.441406250000919e-40,5.9604644775435515e-80
011011110000,2.4414062500009163e-40,5.960464477543537e-80
111011110000,9.765625000002452e-34,9.536743164067289e-67
000111110000,6.103515625003061e-47,3.7252902984656506e-93
100111110000,2.441406250000919e-40,5.9604644775435515e-80
010111110000,2.4414062500009163e-40,5.960464477543537e-80
110111110000,9.765625000002452e-34,9.536743164067289e-67
001111110000,2.4414062500009183e-40,5.960464477543547e-80
101111110000,9.765625000002457e-34,9.536743164067298e-67
011111110000,9.765625000002445e-34,9.536743164067275e-67
111111110000,3.9062500000004926e-27,1.525878906250385e-53
000000001000,2.384185791018014e-73,5.684341886092192e-146
100000001000,9.536743164070868e-67,9.094947017745243e-133
010000001000,9.536743164070856e-67,9.094947017745219e-133
110000001000,3.814697265627867e-60,1.4551915228388725e-119
001000001000,9.536743164070862e-67,9.094947017745232e-133
101000001000,3.8146972656278704e-60,1.455191522838875e-119
011000001000,3.814697265627866e-60,1.4551915228388714e-119
111000001000,1.5258789062509565e-53,2.3283064365416155e-106
000100001000,9.536743164070866e-67,9.09494701774524e-133
100100001000,3.8146972656278704e-60,1.455191522838875e-119
010100001000,3.814697265627866e-60,1.4551915228388714e-119
110100001000,1.5258789062509565e-53,2.3283064365416155e-106
001100001000,3.814697265627869e-60,1.4551915228388742e-119
101100001000,1.5258789062509572e-53,2.3283064365416175e-106
011100001000,1.5258789062509558e-53,2.3283064365416136e-106
111100001000,6.103515625003064e-47,3.7252902984656544e-93
000010001000,9.536743164070865e-67,9.094947017745238e-133
100010001000,3.8146972656278704e-60,1.455191522838875e-119
010010001000,3.8146972656278665e-60,1.455191522838872e-119
110010001000,1.5258789062509565e-53,2.3283064365416155e-106
001010001000,3.814697265627869e-60,1.4551915228388742e-119
101010001000,1.5258789062509574e-53,2.3283064365416184e-106
011010001000,1.5258789062509558e-53,2.3283064365416136e-106
111010001000,6.103515625003064e-47,3.7252902984656544e-93
000110001000,3.81469726562787e-60,1.4551915228388744e-119
100110001000,1.5258789062509574e-53,2.3283064365416184e-106
010110001000,1.5258789062509558e-53,2.3283064365416136e-106
110110001000,6.103515625003064e-47,3.7252902984656544e-93
001110001000,1.525878906250957e-53,2.328306436541617e-106
101110001000,6.103515625003068e-47,3.725290298465659e-93
011110001000,6.103515625003061e-47,3.7252902984656506e-93
111110001000,2.44140625000092e-40,5.960464477543555e-80
000001001000,9.536743164070861e-67,9.09494701774523e-133
100001001000,3.814697265627869e-60,1.4551915228388742e-119
010001001000,3.814697265627865e-60,1.4551915228388706e-119
110001001000,1.5258789062509558e-53,2.3283064365416136e-106
001001001000,3.814697265627867e-60,1.4551915228388725e-119
101001001000,1.5258789062509572e-53,2.3283064365416175e-106
011001001000,1.525878906250955e-53,2.328306436541611e-106
111001001000,6.103515625003061e-47,3.7252902984656506e-93
000101001000,3.814697265627868e-60,1.4551915228388733e-119
100101001000,1.5258789062509572e-53,2.3283064365416175e-106
010101001000,1.525878906250955e-53,2.328306436541611e-106
110101001000,6.103515625003061e-47,3.7252902984656506e-93
001101001000,1.5258789062509567e-53,2.328306436541616e-106
101101001000,6.103515625003066e-47,3.7252902984656565e-93
011101001000,6.103515625003058e-47,3.725290298465647e-93
111101001000,2.441406250000919e-40,5.9604644775435515e-80
000011001000,3.8146972656278676e-60,1.4551915228388728e-119
100011001000,1.5258789062509572e-53,2.3283064365416175e-106
010011001000,1.5258789062509553e-53,2.328306436541612e-106
110011001000,6.103515625003061e-47,3.7252902984656506e-93
001011001000,1.5258789062509567e-53,2.328306436541616e-106
101011001000,6.103515625003067e-47,3.725290298465658e-93
011011001000,6.103515625003058e-47,3.725290298465647e-93
111011001000,2.441406250000919e-40,5.9604644775435515e-80
000111001000,1.525878906250957e-53,2.328306436541617e-106
100111001000,6.103515625003067e-47,3.725290298465658e-93
010111001000,6.103515625003058e-47,3.725290298465647e-93
110111001000,2.441406250000919e-40,5.9604644775435515e-80
001111001000,6.103515625003064e-47,3.7252902984656544e-93
101111001000,2.4414062500009203e-40,5.9604644775435575e-80
011111001000,2.4414062500009183e-40,5.960464477543547e-80
111111001000,9.76562500000246e-34,9.536743164067306e-67
000000101000,9.536743164070858e-67,9.094947017745224e-133
100000101000,3.814697265627868e-60,1.4551915228388733e-119
010000101000,3.8146972656278643e-60,1.4551915228388703e-119
110000101000,1.5258789062509553e-53,2.328306436541612e-106
001000101000,3.8146972656278665e-60,1.455191522838872e-119
101000101000,1.525878906250957e-53,2.328306436541617e-106
011000101000,1.5258789062509548e-53,2.3283064365416107e-106
111000101000,6.103515625003059e-47,3.7252902984656484e-93
000100101000,3.8146972656278676e-60,1.4551915228388728e-119
100100101000,1.525878906250957e-53,2.328306436541617e-106
010100101000,1.5258789062509548e-53,2.3283064365416107e-106
110100101000,6.103515625003059e-47,3.7252902984656484e-93
001100101000,1.5258789062509565e-53,2.3283064365416155e-106
101100101000,6.103515625003064e-47,3.7252902984656544e-93
011100101000,6.103515625003057e-47,3.725290298465646e-93
111100101000,2.4414062500009187e-40,5.960464477543549e-80
000010101000,3.814697265627867e-60,1.4551915228388725e-119
100010101000,1.525878906250957e-53,2.328306436541617e-106
010010101000,1.525878906250955e-53,2.328306436541611e-106
110010101000,6.103515625003059e-47,3.7252902984656484e-93
001010101000,1.5258789062509565e-53,2.3283064365416155e-106
101010101000,6.103515625003066e-47,3.7252902984656565e-93
011010101000,6.103515625003057e-47,3.725290298465646e-93
111010101000,2.4414062500009187e-40,5.960464477543549e-80
000110101000,1.5258789062509567e-53,2.328306436541616e-106
100110101000,6.103515625003066e-47,3.7252902984656565e-93
010110101000,6.103515625003057e-47,3.725290298465646e-93
110110101000,2.4414062500009187e-40,5.960464477543549e-80
001110101000,6.103515625003062e-47,3.725290298465652e-93
101110101000,2.44140625000092e-40,5.960464477543555e-80
011110101000,2.441406250000918e-40,5.9604644775435455e-80
111110101000,9.765625000002457e-34,9.536743164067298e-67
000001101000,3.814697265627866e-60,1.4551915228388714e-119
100001101000,1.5258789062509565e-53,2.3283064365416155e-106
010001101000,1.5258789062509544e-53,2.328306436541609e-106
110001101000,6.103515625003057e-47,3.725290298465646e-93
001001101000,1.5258789062509553e-53,2.328306436541612e-106
101001101000,6.103515625003064e-47,3.7252902984656544e-93
011001101000,6.103515625003055e-47,3.7252902984656437e-93
111001101000,2.441406250000918e-40,5.9604644775435455e-80
000101101000,1.5258789062509562e-53,2.3283064365416146e-106
100101101000,6.103515625003064e-47,3.7252902984656544e-93
010101101000,6.103515625003055e-47,3.7252902984656437e-93
110101101000,2.441406250000918e-40,5.9604644775435455e-80
001101101000,6.103515625003061e-47,3.7252902984656506e-93
101101101000,2.441406250000919e-40,5.9604644775435515e-80
011101101000,2.441406250000917e-40,5.960464477543541e-80
111101101000,9.765625000002454e-34,9.536743164067291e-67
000011101000,1.5258789062509558e-53,2.3283064365416136e-106
100011101000,6.103515625003064e-47,3.7252902984656544e-93
010011101000,6.103515625003056e-47,3.7252902984656446e-93
110011101000,2.441406250000918e-40,5.9604644775435455e-80
001011101000,6.103515625003061e-47,3.7252902984656506e-93
101011101000,2.4414062500009195e-40,5.960464477543553e-80
011011101000,2.441406250000917e-40,5.960464477543541e-80
111011101000,9.765625000002454e-34,9.536743164067291e-67
000111101000,6.103515625003062e-47,3.725290298465652e-93
100111101000,2.4414062500009195e-40,5.960464477543553e-80
010111101000,2.441406250000917e-40,5.960464477543541e-80
110111101000,9.765625000002454e-34,9.536743164067291e-67
001111101000,2.4414062500009187e-40,5.960464477543549e-80
101111101000,9.765625000002459e-34,9.536743164067302e-67
011111101000,9.76562500000245e-34,9.536743164067285e-67
111111101000,3.906250000000494e-27,1.5258789062503862e-53
000000011000,9.536743164070865e-67,9.094947017745238e-133
100000011000,3.814697265627871e-60,1.4551915228388753e-119
010000011000,3.814697265627866e-60,1.4551915228388714e-119
110000011000,1.5258789062509567e-53,2.328306436541616e-106
001000011000,3.814697265627868e-60,1.4551915228388733e-119
101000011000,1.5258789062509579e-53,2.32830643654162e-106
011000011000,1.5258789062509562e-53,2.3283064365416146e-106
111000011000,6.103515625003064e-47,3.7252902984656544e-93
000100011000,3.8146972656278704e-60,1.455191522838875e-119
100100011000,1.5258789062509579e-53,2.32830643654162e-106
010100011000,1.5258789062509562e-53,2.3283064365416146e-106
110100011000,6.103515625003064e-47,3.7252902984656544e-93
001100011000,1.5258789062509574e-53,2.3283064365416184e-106
101100011000,6.103515625003068e-47,3.725290298465659e-93
011100011000,6.103515625003061e-47,3.7252902984656506e-93
111100011000,2.4414062500009203e-40,5.9604644775435575e-80
000010011000,3.81469726562787e-60,1.4551915228388744e-119
100010011000,1.5258789062509579e-53,2.32830643654162e-106
010010011000,1.5258789062509565e-53,2.3283064365416155e-106
110010011000,6.103515625003064e-47,3.7252902984656544e-93
001010011000,1.5258789062509574e-53,2.3283064365416184e-106
101010011000,6.103515625003069e-47,3.7252902984656603e-93
011010011000,6.103515625003061e-47,3.7252902984656506e-93
111010011000,2.4414062500009203e-40,5.9604644775435575e-80
000110011000,1.5258789062509576e-53,2.328306436541619e-106
100110011000,6.103515625003069e-47,3.7252902984656603e-93
010110011000,6.103515625003061e-47,3.7252902984656506e-93
110110011000,2.4414062500009203e-40,5.9604644775435575e-80
001110011000,6.103515625003067e-47,3.725290298465658e-93
101110011000,2.441406250000922e-40,5.960464477543565e-80
011110011000,2.4414062500009195e-40,5.960464477543553e-80
111110011000,9.765625000002462e-34,9.536743164067308e-67
000001011000,3.8146972656278676e-60,1.4551915228388728e-119
100001011000,1.5258789062509574e-53,2.3283064365416184e-106
010001011000,1.5258789062509553e-53,2.328306436541612e-106
110001011000,6.103515625003061e-47,3.7252902984656506e-93
001001011000,1.5258789062509567e-53,2.328306436541616e-106
101001011000,6.103515625003068e-47,3.725290298465659e-93
011001011000,6.103515625003058e-47,3.725290298465647e-93
111001011000,2.4414062500009195e-40,5.960464477543553e-80
000101011000,1.5258789062509572e-53,2.3283064365416175e-106
100101011000,6.103515625003068e-47,3.725290298465659e-93
010101011000,6.103515625003058e-47,3.725290298465647e-93
110101011000,2.4414062500009195e-40,5.960464477543553e-80
001101011000,6.103515625003066e-47,3.7252902984656565e-93
101101011000,2.4414062500009207e-40,5.960464477543559e-80
011101011000,2.4414062500009187e-40,5.960464477543549e-80
111101011000,9.765625000002459e-34,9.536743164067302e-67
000011011000,1.525878906250957e-53,2.328306436541617e-106
100011011000,6.103515625003068e-47,3.725290298465659e-93
010011011000,6.103515625003059e-47,3.7252902984656484e-93
110011011000,2.4414062500009195e-40,5.960464477543553e-80
001011011000,6.103515625003066e-47,3.7252902984656565e-93
101011011000,2.441406250000921e-40,5.960464477543561e-80
011011011000,2.4414062500009187e-40,5.960464477543549e-80
111011011000,9.765625000002459e-34,9.536743164067302e-67
000111011000,6.103515625003067e-47,3.725290298465658e-93
100111011000,2.441406250000921e-40,5.960464477543561e-80
010111011000,2.4414062500009187e-40,5.960464477543549e-80
110111011000,9.765625000002459e-34,9.536743164067302e-67
001111011000,2.4414062500009203e-40,5.9604644775435575e-80
101111011000,9.765625000002464e-34,9.536743164067312e-67
011111011000,9.765625000002455e-34,9.536743164067295e-67
111111011000,3.906250000000496e-27,1.5258789062503878e-53
000000111000,3.814697265627867e-60,1.4551915228388725e-119
100000111000,1.5258789062509572e-53,2.3283064365416175e-106
010000111000,1.525878906250955e-53,2.328306436541611e-106
110000111000,6.103515625003059e-47,3.7252902984656484e-93
001000111000,1.5258789062509565e-53,2.3283064365416155e-106
101000111000,6.103515625003067e-47,3.725290298465658e-93
011000111000,6.103515625003057e-47,3.725290298465646e-93
111000111000,2.441406250000919e-40,5.9604644775435515e-80
000100111000,1.525878906250957e-53,2.328306436541617e-106
100100111000,6.103515625003067e-47,3.725290298465658e-93
010100111000,6.103515625003057e-47,3.725290298465646e-93
110100111000,2.441406250000919e-40,5.9604644775435515e-80
001100111000,6.103515625003064e-47,3.7252902984656544e-93
101100111000,2.4414062500009203e-40,5.9604644775435575e-80
011100111000,2.4414062500009183e-40,5.960464477543547e-80
111100111000,9.765625000002457e-34,9.536743164067298e-67
000010111000,1.5258789062509567e-53,2.328306436541616e-106
100010111000,6.103515625003067e-47,3.725290298465658e-93
010010111000,6.103515625003058e-47,3.725290298465647e-93
110010111000,2.441406250000919e-40,5.9604644775435515e-80
001010111000,6.103515625003064e-47,3.7252902984656544e-93
101010111000,2.4414062500009207e-40,5.960464477543559e-80
011010111000,2.4414062500009183e-40,5.960464477543547e-80
111010111000,9.765625000002457e-34,9.536743164067298e-67
000110111000,6.103515625003066e-47,3.7252902984656565e-93
100110111000,2.4414062500009207e-40,5.960464477543559e-80
010110111000,2.4414062500009183e-40,5.960464477543547e-80
110110111000,9.765625000002457e-34,9.536743164067298e-67
001110111000,2.44140625000092e-40,5.960464477543555e-80
101110111000,9.765625000002462e-34,9.536743164067308e-67
011110111000,9.765625000002454e-34,9.536743164067291e-67
111110111000,3.906250000000495e-27,1.5258789062503869e-53
000001111000,1.5258789062509562e-53,2.3283064365416146e-106
100001111000,6.103515625003064e-47,3.7252902984656544e-93
010001111000,6.103515625003055e-47,3.7252902984656437e-93
110001111000,2.4414062500009183e-40,5.960464477543547e-80
001001111000,6.103515625003059e-47,3.7252902984656484e-93
101001111000,2.4414062500009203e-40,5.9604644775435575e-80
011001111000,2.4414062500009175e-40,5.960464477543543e-80
111001111000,9.765625000002454e-34,9.536743164067291e-67
000101111000,6.103515625003062e-47,3.725290298465652e-93
100101111000,2.4414062500009203e-40,5.9604644775435575e-80
010101111000,2.4414062500009175e-40,5.960464477543543e-80
110101111000,9.765625000002454e-34,9.536743164067291e-67
001101111000,2.4414062500009195e-40,5.960464477543553e-80
101101111000,9.765625000002459e-34,9.536743164067302e-67
011101111000,9.76562500000245e-34,9.536743164067285e-67
111101111000,3.9062500000004926e-27,1.525878906250385e-53
000011111000,6.103515625003061e-47,3.7252902984656506e-93
100011111000,2.4414062500009203e-40,5.9604644775435575e-80
010011111000,2.441406250000918e-40,5.9604644775435455e-80
110011111000,9.765625000002454e-34,9.536743164067291e-67
001011111000,2.4414062500009195e-40,5.960464477543553e-80
